state,district,category,type,date,crimes
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2016-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2017-01-01,1
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2018-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2019-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2020-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2021-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2022-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Armed,2023-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2016-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2017-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2018-01-01,1
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2019-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2020-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2021-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2022-01-01,0
Sarawak,Matu Daro,Assault,Robbery Gang Unarmed,2023-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2016-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2017-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2018-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2019-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2020-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2021-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2022-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Armed,2023-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2016-01-01,1
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2017-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2018-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2019-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2020-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2021-01-01,1
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2022-01-01,0
Sarawak,Matu Daro,Assault,Robbery Solo Unarmed,2023-01-01,0
Sarawak,Matu Daro,Property,all,2016-01-01,19
Sarawak,Matu Daro,Property,all,2017-01-01,22
Sarawak,Matu Daro,Property,all,2018-01-01,24
Sarawak,Matu Daro,Property,all,2019-01-01,20
Sarawak,Matu Daro,Property,all,2020-01-01,25
Sarawak,Matu Daro,Property,all,2021-01-01,17
Sarawak,Matu Daro,Property,all,2022-01-01,17
Sarawak,Matu Daro,Property,all,2023-01-01,37
Sarawak,Matu Daro,Property,Break In,2016-01-01,13
Sarawak,Matu Daro,Property,Break In,2017-01-01,5
Sarawak,Matu Daro,Property,Break In,2018-01-01,7
Sarawak,Matu Daro,Property,Break In,2019-01-01,5
Sarawak,Matu Daro,Property,Break In,2020-01-01,9
Sarawak,Matu Daro,Property,Break In,2021-01-01,5
Sarawak,Matu Daro,Property,Break In,2022-01-01,4
Sarawak,Matu Daro,Property,Break In,2023-01-01,17
Sarawak,Matu Daro,Property,Theft Other,2016-01-01,3
Sarawak,Matu Daro,Property,Theft Other,2017-01-01,12
Sarawak,Matu Daro,Property,Theft Other,2018-01-01,8
Sarawak,Matu Daro,Property,Theft Other,2019-01-01,10
Sarawak,Matu Daro,Property,Theft Other,2020-01-01,16
Sarawak,Matu Daro,Property,Theft Other,2021-01-01,11
Sarawak,Matu Daro,Property,Theft Other,2022-01-01,10
Sarawak,Matu Daro,Property,Theft Other,2023-01-01,17
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2016-01-01,1
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2017-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2018-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2019-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2020-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2021-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2022-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Lorry,2023-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2016-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2017-01-01,1
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2018-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2019-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2020-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2021-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2022-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motocar,2023-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2016-01-01,2
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2017-01-01,4
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2018-01-01,9
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2019-01-01,5
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2020-01-01,0
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2021-01-01,1
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2022-01-01,3
Sarawak,Matu Daro,Property,Theft Vehicle Motorcycle,2023-01-01,3
Sarawak,Meradong,Assault,all,2016-01-01,7
Sarawak,Meradong,Assault,all,2017-01-01,7
Sarawak,Meradong,Assault,all,2018-01-01,30
Sarawak,Meradong,Assault,all,2019-01-01,13
Sarawak,Meradong,Assault,all,2020-01-01,8
Sarawak,Meradong,Assault,all,2021-01-01,3
Sarawak,Meradong,Assault,all,2022-01-01,3
Sarawak,Meradong,Assault,all,2023-01-01,16
Sarawak,Meradong,Assault,Causing Injury,2016-01-01,3
Sarawak,Meradong,Assault,Causing Injury,2017-01-01,5
Sarawak,Meradong,Assault,Causing Injury,2018-01-01,27
Sarawak,Meradong,Assault,Causing Injury,2019-01-01,4
Sarawak,Meradong,Assault,Causing Injury,2020-01-01,3
Sarawak,Meradong,Assault,Causing Injury,2021-01-01,2
Sarawak,Meradong,Assault,Causing Injury,2022-01-01,2
Sarawak,Meradong,Assault,Causing Injury,2023-01-01,6
Sarawak,Meradong,Assault,Murder,2016-01-01,0
Sarawak,Meradong,Assault,Murder,2017-01-01,1
Sarawak,Meradong,Assault,Murder,2018-01-01,0
Sarawak,Meradong,Assault,Murder,2019-01-01,0
Sarawak,Meradong,Assault,Murder,2020-01-01,0
Sarawak,Meradong,Assault,Murder,2021-01-01,0
Sarawak,Meradong,Assault,Murder,2022-01-01,0
Sarawak,Meradong,Assault,Murder,2023-01-01,1
Sarawak,Meradong,Assault,Rape,2016-01-01,1
Sarawak,Meradong,Assault,Rape,2017-01-01,1
Sarawak,Meradong,Assault,Rape,2018-01-01,1
Sarawak,Meradong,Assault,Rape,2019-01-01,2
Sarawak,Meradong,Assault,Rape,2020-01-01,3
Sarawak,Meradong,Assault,Rape,2021-01-01,0
Sarawak,Meradong,Assault,Rape,2022-01-01,0
Sarawak,Meradong,Assault,Rape,2023-01-01,3
Sarawak,Meradong,Assault,Robbery Gang Armed,2016-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2017-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2018-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2019-01-01,1
Sarawak,Meradong,Assault,Robbery Gang Armed,2020-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2021-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2022-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Armed,2023-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2016-01-01,3
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2017-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2018-01-01,1
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2019-01-01,5
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2020-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2021-01-01,0
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2022-01-01,1
Sarawak,Meradong,Assault,Robbery Gang Unarmed,2023-01-01,2
Sarawak,Meradong,Assault,Robbery Solo Armed,2016-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2017-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2018-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2019-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2020-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2021-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2022-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Armed,2023-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2016-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2017-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2018-01-01,1
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2019-01-01,1
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2020-01-01,2
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2021-01-01,1
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2022-01-01,0
Sarawak,Meradong,Assault,Robbery Solo Unarmed,2023-01-01,4
Sarawak,Meradong,Property,all,2016-01-01,28
Sarawak,Meradong,Property,all,2017-01-01,30
Sarawak,Meradong,Property,all,2018-01-01,37
Sarawak,Meradong,Property,all,2019-01-01,46
Sarawak,Meradong,Property,all,2020-01-01,42
Sarawak,Meradong,Property,all,2021-01-01,23
Sarawak,Meradong,Property,all,2022-01-01,19
Sarawak,Meradong,Property,all,2023-01-01,32
Sarawak,Meradong,Property,Break In,2016-01-01,6
Sarawak,Meradong,Property,Break In,2017-01-01,6
Sarawak,Meradong,Property,Break In,2018-01-01,13
Sarawak,Meradong,Property,Break In,2019-01-01,24
Sarawak,Meradong,Property,Break In,2020-01-01,11
Sarawak,Meradong,Property,Break In,2021-01-01,4
Sarawak,Meradong,Property,Break In,2022-01-01,8
Sarawak,Meradong,Property,Break In,2023-01-01,12
Sarawak,Meradong,Property,Theft Other,2016-01-01,7
Sarawak,Meradong,Property,Theft Other,2017-01-01,8
Sarawak,Meradong,Property,Theft Other,2018-01-01,13
Sarawak,Meradong,Property,Theft Other,2019-01-01,14
Sarawak,Meradong,Property,Theft Other,2020-01-01,21
Sarawak,Meradong,Property,Theft Other,2021-01-01,18
Sarawak,Meradong,Property,Theft Other,2022-01-01,7
Sarawak,Meradong,Property,Theft Other,2023-01-01,13
Sarawak,Meradong,Property,Theft Vehicle Lorry,2016-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Lorry,2017-01-01,0
Sarawak,Meradong,Property,Theft Vehicle Lorry,2018-01-01,2
Sarawak,Meradong,Property,Theft Vehicle Lorry,2019-01-01,3
Sarawak,Meradong,Property,Theft Vehicle Lorry,2020-01-01,0
Sarawak,Meradong,Property,Theft Vehicle Lorry,2021-01-01,0
Sarawak,Meradong,Property,Theft Vehicle Lorry,2022-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Lorry,2023-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Motocar,2016-01-01,7
Sarawak,Meradong,Property,Theft Vehicle Motocar,2017-01-01,3
Sarawak,Meradong,Property,Theft Vehicle Motocar,2018-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Motocar,2019-01-01,2
Sarawak,Meradong,Property,Theft Vehicle Motocar,2020-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Motocar,2021-01-01,1
Sarawak,Meradong,Property,Theft Vehicle Motocar,2022-01-01,0
Sarawak,Meradong,Property,Theft Vehicle Motocar,2023-01-01,3
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2016-01-01,7
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2017-01-01,13
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2018-01-01,8
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2019-01-01,3
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2020-01-01,9
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2021-01-01,0
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2022-01-01,3
Sarawak,Meradong,Property,Theft Vehicle Motorcycle,2023-01-01,3
Sarawak,Miri,Assault,all,2016-01-01,187
Sarawak,Miri,Assault,all,2017-01-01,163
Sarawak,Miri,Assault,all,2018-01-01,74
Sarawak,Miri,Assault,all,2019-01-01,168
Sarawak,Miri,Assault,all,2020-01-01,122
Sarawak,Miri,Assault,all,2021-01-01,88
Sarawak,Miri,Assault,all,2022-01-01,64
Sarawak,Miri,Assault,all,2023-01-01,51
Sarawak,Miri,Assault,Causing Injury,2016-01-01,84
Sarawak,Miri,Assault,Causing Injury,2017-01-01,61
Sarawak,Miri,Assault,Causing Injury,2018-01-01,1
Sarawak,Miri,Assault,Causing Injury,2019-01-01,73
Sarawak,Miri,Assault,Causing Injury,2020-01-01,56
Sarawak,Miri,Assault,Causing Injury,2021-01-01,54
Sarawak,Miri,Assault,Causing Injury,2022-01-01,34
Sarawak,Miri,Assault,Causing Injury,2023-01-01,29
Sarawak,Miri,Assault,Murder,2016-01-01,2
Sarawak,Miri,Assault,Murder,2017-01-01,7
Sarawak,Miri,Assault,Murder,2018-01-01,3
Sarawak,Miri,Assault,Murder,2019-01-01,2
Sarawak,Miri,Assault,Murder,2020-01-01,1
Sarawak,Miri,Assault,Murder,2021-01-01,2
Sarawak,Miri,Assault,Murder,2022-01-01,4
Sarawak,Miri,Assault,Murder,2023-01-01,1
Sarawak,Miri,Assault,Rape,2016-01-01,18
Sarawak,Miri,Assault,Rape,2017-01-01,27
Sarawak,Miri,Assault,Rape,2018-01-01,20
Sarawak,Miri,Assault,Rape,2019-01-01,17
Sarawak,Miri,Assault,Rape,2020-01-01,22
Sarawak,Miri,Assault,Rape,2021-01-01,21
Sarawak,Miri,Assault,Rape,2022-01-01,15
Sarawak,Miri,Assault,Rape,2023-01-01,15
Sarawak,Miri,Assault,Robbery Gang Armed,2016-01-01,2
Sarawak,Miri,Assault,Robbery Gang Armed,2017-01-01,0
Sarawak,Miri,Assault,Robbery Gang Armed,2018-01-01,0
Sarawak,Miri,Assault,Robbery Gang Armed,2019-01-01,1
Sarawak,Miri,Assault,Robbery Gang Armed,2020-01-01,0
Sarawak,Miri,Assault,Robbery Gang Armed,2021-01-01,0
Sarawak,Miri,Assault,Robbery Gang Armed,2022-01-01,0
Sarawak,Miri,Assault,Robbery Gang Armed,2023-01-01,0
Sarawak,Miri,Assault,Robbery Gang Unarmed,2016-01-01,51
Sarawak,Miri,Assault,Robbery Gang Unarmed,2017-01-01,49
Sarawak,Miri,Assault,Robbery Gang Unarmed,2018-01-01,33
Sarawak,Miri,Assault,Robbery Gang Unarmed,2019-01-01,38
Sarawak,Miri,Assault,Robbery Gang Unarmed,2020-01-01,15
Sarawak,Miri,Assault,Robbery Gang Unarmed,2021-01-01,8
Sarawak,Miri,Assault,Robbery Gang Unarmed,2022-01-01,7
Sarawak,Miri,Assault,Robbery Gang Unarmed,2023-01-01,3
Sarawak,Miri,Assault,Robbery Solo Armed,2016-01-01,2
Sarawak,Miri,Assault,Robbery Solo Armed,2017-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2018-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2019-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2020-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2021-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2022-01-01,0
Sarawak,Miri,Assault,Robbery Solo Armed,2023-01-01,0
Sarawak,Miri,Assault,Robbery Solo Unarmed,2016-01-01,28
Sarawak,Miri,Assault,Robbery Solo Unarmed,2017-01-01,19
Sarawak,Miri,Assault,Robbery Solo Unarmed,2018-01-01,17
Sarawak,Miri,Assault,Robbery Solo Unarmed,2019-01-01,37
Sarawak,Miri,Assault,Robbery Solo Unarmed,2020-01-01,28
Sarawak,Miri,Assault,Robbery Solo Unarmed,2021-01-01,3
Sarawak,Miri,Assault,Robbery Solo Unarmed,2022-01-01,4
Sarawak,Miri,Assault,Robbery Solo Unarmed,2023-01-01,3
Sarawak,Miri,Property,all,2016-01-01,972
Sarawak,Miri,Property,all,2017-01-01,815
Sarawak,Miri,Property,all,2018-01-01,821
Sarawak,Miri,Property,all,2019-01-01,802
Sarawak,Miri,Property,all,2020-01-01,929
Sarawak,Miri,Property,all,2021-01-01,481
Sarawak,Miri,Property,all,2022-01-01,212
Sarawak,Miri,Property,all,2023-01-01,241
Sarawak,Miri,Property,Break In,2016-01-01,372
Sarawak,Miri,Property,Break In,2017-01-01,194
Sarawak,Miri,Property,Break In,2018-01-01,267
Sarawak,Miri,Property,Break In,2019-01-01,255
Sarawak,Miri,Property,Break In,2020-01-01,361
Sarawak,Miri,Property,Break In,2021-01-01,143
Sarawak,Miri,Property,Break In,2022-01-01,40
Sarawak,Miri,Property,Break In,2023-01-01,50
Sarawak,Miri,Property,Theft Other,2016-01-01,193
Sarawak,Miri,Property,Theft Other,2017-01-01,237
Sarawak,Miri,Property,Theft Other,2018-01-01,287
Sarawak,Miri,Property,Theft Other,2019-01-01,311
Sarawak,Miri,Property,Theft Other,2020-01-01,424
Sarawak,Miri,Property,Theft Other,2021-01-01,263
Sarawak,Miri,Property,Theft Other,2022-01-01,125
Sarawak,Miri,Property,Theft Other,2023-01-01,122
Sarawak,Miri,Property,Theft Vehicle Lorry,2016-01-01,28
Sarawak,Miri,Property,Theft Vehicle Lorry,2017-01-01,18
Sarawak,Miri,Property,Theft Vehicle Lorry,2018-01-01,6
Sarawak,Miri,Property,Theft Vehicle Lorry,2019-01-01,6
Sarawak,Miri,Property,Theft Vehicle Lorry,2020-01-01,0
Sarawak,Miri,Property,Theft Vehicle Lorry,2021-01-01,3
Sarawak,Miri,Property,Theft Vehicle Lorry,2022-01-01,1
Sarawak,Miri,Property,Theft Vehicle Lorry,2023-01-01,1
Sarawak,Miri,Property,Theft Vehicle Motocar,2016-01-01,135
Sarawak,Miri,Property,Theft Vehicle Motocar,2017-01-01,77
Sarawak,Miri,Property,Theft Vehicle Motocar,2018-01-01,75
Sarawak,Miri,Property,Theft Vehicle Motocar,2019-01-01,45
Sarawak,Miri,Property,Theft Vehicle Motocar,2020-01-01,31
Sarawak,Miri,Property,Theft Vehicle Motocar,2021-01-01,20
Sarawak,Miri,Property,Theft Vehicle Motocar,2022-01-01,15
Sarawak,Miri,Property,Theft Vehicle Motocar,2023-01-01,10
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2016-01-01,244
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2017-01-01,289
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2018-01-01,186
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2019-01-01,185
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2020-01-01,113
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2021-01-01,52
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2022-01-01,31
Sarawak,Miri,Property,Theft Vehicle Motorcycle,2023-01-01,58
Sarawak,Mukah,Assault,all,2016-01-01,17
Sarawak,Mukah,Assault,all,2017-01-01,10
Sarawak,Mukah,Assault,all,2018-01-01,13
Sarawak,Mukah,Assault,all,2019-01-01,7
Sarawak,Mukah,Assault,all,2020-01-01,7
Sarawak,Mukah,Assault,all,2021-01-01,14
Sarawak,Mukah,Assault,all,2022-01-01,6
Sarawak,Mukah,Assault,all,2023-01-01,6
Sarawak,Mukah,Assault,Causing Injury,2016-01-01,6
Sarawak,Mukah,Assault,Causing Injury,2017-01-01,5
Sarawak,Mukah,Assault,Causing Injury,2018-01-01,6
Sarawak,Mukah,Assault,Causing Injury,2019-01-01,1
Sarawak,Mukah,Assault,Causing Injury,2020-01-01,2
Sarawak,Mukah,Assault,Causing Injury,2021-01-01,7
Sarawak,Mukah,Assault,Causing Injury,2022-01-01,4
Sarawak,Mukah,Assault,Causing Injury,2023-01-01,1
Sarawak,Mukah,Assault,Murder,2016-01-01,2
Sarawak,Mukah,Assault,Murder,2017-01-01,0
Sarawak,Mukah,Assault,Murder,2018-01-01,0
Sarawak,Mukah,Assault,Murder,2019-01-01,1
Sarawak,Mukah,Assault,Murder,2020-01-01,0
Sarawak,Mukah,Assault,Murder,2021-01-01,1
Sarawak,Mukah,Assault,Murder,2022-01-01,1
Sarawak,Mukah,Assault,Murder,2023-01-01,0
Sarawak,Mukah,Assault,Rape,2016-01-01,3
Sarawak,Mukah,Assault,Rape,2017-01-01,4
Sarawak,Mukah,Assault,Rape,2018-01-01,3
Sarawak,Mukah,Assault,Rape,2019-01-01,2
Sarawak,Mukah,Assault,Rape,2020-01-01,3
Sarawak,Mukah,Assault,Rape,2021-01-01,6
Sarawak,Mukah,Assault,Rape,2022-01-01,0
Sarawak,Mukah,Assault,Rape,2023-01-01,2
Sarawak,Mukah,Assault,Robbery Gang Armed,2016-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2017-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2018-01-01,1
Sarawak,Mukah,Assault,Robbery Gang Armed,2019-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2020-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2021-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2022-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Armed,2023-01-01,2
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2016-01-01,3
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2017-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2018-01-01,2
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2019-01-01,1
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2020-01-01,1
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2021-01-01,0
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2022-01-01,1
Sarawak,Mukah,Assault,Robbery Gang Unarmed,2023-01-01,1
Sarawak,Mukah,Assault,Robbery Solo Armed,2016-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2017-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2018-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2019-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2020-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2021-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2022-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Armed,2023-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2016-01-01,3
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2017-01-01,1
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2018-01-01,1
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2019-01-01,2
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2020-01-01,1
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2021-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2022-01-01,0
Sarawak,Mukah,Assault,Robbery Solo Unarmed,2023-01-01,0
Sarawak,Mukah,Property,all,2016-01-01,64
Sarawak,Mukah,Property,all,2017-01-01,74
Sarawak,Mukah,Property,all,2018-01-01,83
Sarawak,Mukah,Property,all,2019-01-01,90
Sarawak,Mukah,Property,all,2020-01-01,54
Sarawak,Mukah,Property,all,2021-01-01,41
Sarawak,Mukah,Property,all,2022-01-01,32
Sarawak,Mukah,Property,all,2023-01-01,44
Sarawak,Mukah,Property,Break In,2016-01-01,17
Sarawak,Mukah,Property,Break In,2017-01-01,16
Sarawak,Mukah,Property,Break In,2018-01-01,16
Sarawak,Mukah,Property,Break In,2019-01-01,38
Sarawak,Mukah,Property,Break In,2020-01-01,23
Sarawak,Mukah,Property,Break In,2021-01-01,14
Sarawak,Mukah,Property,Break In,2022-01-01,8
Sarawak,Mukah,Property,Break In,2023-01-01,15
Sarawak,Mukah,Property,Theft Other,2016-01-01,13
Sarawak,Mukah,Property,Theft Other,2017-01-01,15
Sarawak,Mukah,Property,Theft Other,2018-01-01,36
Sarawak,Mukah,Property,Theft Other,2019-01-01,40
Sarawak,Mukah,Property,Theft Other,2020-01-01,24
Sarawak,Mukah,Property,Theft Other,2021-01-01,17
Sarawak,Mukah,Property,Theft Other,2022-01-01,10
Sarawak,Mukah,Property,Theft Other,2023-01-01,14
Sarawak,Mukah,Property,Theft Vehicle Lorry,2016-01-01,13
Sarawak,Mukah,Property,Theft Vehicle Lorry,2017-01-01,4
Sarawak,Mukah,Property,Theft Vehicle Lorry,2018-01-01,0
Sarawak,Mukah,Property,Theft Vehicle Lorry,2019-01-01,1
Sarawak,Mukah,Property,Theft Vehicle Lorry,2020-01-01,2
Sarawak,Mukah,Property,Theft Vehicle Lorry,2021-01-01,0
Sarawak,Mukah,Property,Theft Vehicle Lorry,2022-01-01,1
Sarawak,Mukah,Property,Theft Vehicle Lorry,2023-01-01,1
Sarawak,Mukah,Property,Theft Vehicle Motocar,2016-01-01,6
Sarawak,Mukah,Property,Theft Vehicle Motocar,2017-01-01,9
Sarawak,Mukah,Property,Theft Vehicle Motocar,2018-01-01,2
Sarawak,Mukah,Property,Theft Vehicle Motocar,2019-01-01,5
Sarawak,Mukah,Property,Theft Vehicle Motocar,2020-01-01,0
Sarawak,Mukah,Property,Theft Vehicle Motocar,2021-01-01,0
Sarawak,Mukah,Property,Theft Vehicle Motocar,2022-01-01,8
Sarawak,Mukah,Property,Theft Vehicle Motocar,2023-01-01,4
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2016-01-01,15
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2017-01-01,30
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2018-01-01,29
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2019-01-01,6
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2020-01-01,5
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2021-01-01,10
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2022-01-01,5
Sarawak,Mukah,Property,Theft Vehicle Motorcycle,2023-01-01,10
Sarawak,Padawan,Assault,all,2016-01-01,105
Sarawak,Padawan,Assault,all,2017-01-01,78
Sarawak,Padawan,Assault,all,2018-01-01,60
Sarawak,Padawan,Assault,all,2019-01-01,84
Sarawak,Padawan,Assault,all,2020-01-01,79
Sarawak,Padawan,Assault,all,2021-01-01,100
Sarawak,Padawan,Assault,all,2022-01-01,99
Sarawak,Padawan,Assault,all,2023-01-01,90
Sarawak,Padawan,Assault,Causing Injury,2016-01-01,29
Sarawak,Padawan,Assault,Causing Injury,2017-01-01,26
Sarawak,Padawan,Assault,Causing Injury,2018-01-01,5
Sarawak,Padawan,Assault,Causing Injury,2019-01-01,29
Sarawak,Padawan,Assault,Causing Injury,2020-01-01,26
Sarawak,Padawan,Assault,Causing Injury,2021-01-01,43
Sarawak,Padawan,Assault,Causing Injury,2022-01-01,53
Sarawak,Padawan,Assault,Causing Injury,2023-01-01,34
Sarawak,Padawan,Assault,Murder,2016-01-01,2
